"countyName","service","first_date","second_date","third_date","address","phone","fax","email"
"Arges","Înmatriculare vehicul (neînmatriculat în România)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arges","Autorizare provizorie (numere roșii)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arges","Radiere vehicul","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arges","Duplicat permis românesc","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arges","Duplicat certificat înmatriculare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arges","Preschimbare permis străin","2021-10-20 00:00:00","2021-10-25 00:00:00","2021-10-26 00:00:00","Pitești, Bd. Republicii, bloc E3C, jud.Argeș","0248217800","0248222348","spcrpciv.ipag@mai.gov.ro"
"Arad","Înregistrare dosar examinare ","2021-11-08 00:00:00","2021-11-09 00:00:00","2021-11-10 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Preschimbare permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Transcriere vehicul (înmatriculat în România)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Înmatriculare vehicul (neînmatriculat în România)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Autorizare provizorie (numere roșii)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Radiere vehicul","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Preschimbare permis străin","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Arad","Duplicat certificat înmatriculare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Aurel Vlaicu nr.225-235, Arad / punct secundar de lucru orașul Sebiș, str.Crișului nr.2-4","0257214600","0257214601","spcrpciv.arad@prefecturaarad.ro"
"Bacau","Înregistrare dosar examinare ","2021-11-24 00:00:00","2021-12-08 00:00:00","2021-12-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Preschimbare permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Transcriere vehicul (înmatriculat în România)","2021-11-04 00:00:00","2021-11-05 00:00:00","2021-11-08 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Înmatriculare vehicul (neînmatriculat în România)","2021-11-04 00:00:00","2021-11-05 00:00:00","2021-11-08 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Autorizare provizorie (numere roșii)","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Radiere vehicul","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Duplicat certificat înmatriculare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bacau","Preschimbare permis străin","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Henri Coanda, nr. 2, Bacau","0234552163","0234206350","permise.bc@mai.gov.ro"
"Bihor","Înregistrare dosar examinare ","2021-10-20 00:00:00","2021-10-21 00:00:00","2021-10-22 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Preschimbare permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Transcriere vehicul (înmatriculat în România)","2021-10-25 00:00:00","2021-10-26 00:00:00","2021-10-27 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Înmatriculare vehicul (neînmatriculat în România)","2021-10-25 00:00:00","2021-10-26 00:00:00","2021-10-27 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Autorizare provizorie (numere roșii)","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Radiere vehicul","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Duplicat certificat înmatriculare ","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bihor","Preschimbare permis străin","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Dunarea, nr.2, Oradea - pentru permise și examinări, Str.Republicii nr.24 Oradea - pentru înmatriculări","0259403347","0259415136","inmatriculari.permise@prefecturabihor.ro"
"Bistrita-Nasaud","Înregistrare dosar examinare ","2021-10-15 00:00:00","2021-10-18 00:00:00","2021-10-20 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Preschimbare permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-18 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Transcriere vehicul (înmatriculat în România)","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Înmatriculare vehicul (neînmatriculat în România)","2021-11-01 00:00:00","2021-11-02 00:00:00","2021-11-03 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Autorizare provizorie (numere roșii)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Radiere vehicul","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-18 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Duplicat certificat înmatriculare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-20 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Bistrita-Nasaud","Preschimbare permis străin","2021-10-18 00:00:00","2021-10-25 00:00:00","2021-11-01 00:00:00","Piata Petru Rares, nr.1, Bistrita","0263216150","0263231095","permise@prefecturabn.ro"
"Botosani","Înregistrare dosar examinare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Preschimbare permis românesc","2021-10-27 00:00:00","2021-10-28 00:00:00","2021-10-29 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Transcriere vehicul (înmatriculat în România)","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Înmatriculare vehicul (neînmatriculat în România)","2021-10-15 00:00:00","2021-10-18 00:00:00","2021-10-19 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Autorizare provizorie (numere roșii)","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Radiere vehicul","2021-10-14 00:00:00","2021-10-15 00:00:00","2021-10-18 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Duplicat certificat înmatriculare ","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Botosani","Preschimbare permis străin","2021-10-27 00:00:00","2021-10-28 00:00:00","2021-10-29 00:00:00","Str. Calea Nationala, nr. 58, Botosani","0231511194","0231530111","permise-inmatriculari-bt@mai.gov.ro"
"Braila","Înregistrare dosar examinare ","2021-11-09 00:00:00","2021-11-10 00:00:00","2021-11-11 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Preschimbare permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Transcriere vehicul (înmatriculat în România)","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Înmatriculare vehicul (neînmatriculat în România)","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Autorizare provizorie (numere roșii)","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Radiere vehicul","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Duplicat permis românesc","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Duplicat certificat înmatriculare ","2021-10-18 00:00:00","2021-10-19 00:00:00","2021-10-20 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
"Braila","Preschimbare permis străin","2021-10-13 00:00:00","2021-10-14 00:00:00","2021-10-15 00:00:00","Calea Galati, nr. 18, Braila","0239615613","0239615613","spcrpciv@prefecturabraila.ro"
