"rank","restaurant_name","emailaddress","zipcode","website","cuisine1","cuisine2","cuisine3","cuisine","phone_number","address","yellowpages_rating","yellowpages_review_count","tripadvisor_rating","tripadvisor_review_count"
"110. ","All Caring Hospice","","44406","http://www.allcaringhospice.com","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 286-3435","6715 Tippecanoe Rd Ste B101,Canfield,OH","","","",""
"111. ","Stein Hospice","","44053","https://www.steinhospice.org","Hospices","","","Hospices","(440) 282-3939","4000 Oberlin Ave Ste 4,Lorain,OH","","","",""
"112. ","Hospice Of The Western Reserve","","44128","http://www.hospicewr.org","Hospices","Home Health Services","","Hospices,Home Health Services","(216) 283-3140","4670 Richmond Rd suite 200,Cleveland,OH","","","",""
"113. ","Hospice of Central Ohio","","43130","","Hospices","Home Health Services","","Hospices,Home Health Services","(740) 681-1000","1585 E Main St.,Lancaster,OH","","","",""
"114. ","Jag Healthcare","","44116","http://www.jaghealthcare.com","Hospices","Assisted Living & Elder Care Services","Health & Welfare Clinics","Hospices,Assisted Living & Elder Care Services,Health & Welfare Clinics,Nursing & Convalescent Homes","(440) 356-0718","2226 Wooster Rd,Rocky River,OH","","","",""
"115. ","Protem Homecare","","44122","http://www.protemhealth.com","Hospices","Nurses","","Hospices,Nurses","(216) 663-8188","3530 Warrensville Center Rd,Beachwood,OH","","","",""
"116. ","Crossroads Hospice","","44236","http://www.crossroadshospice.com","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 342-3328","1742 Georgetown Rd,Hudson,OH","","","",""
"117. ","Viaquest Home Health","","44125","http://www.viaquestinc.com","Hospices","","","Hospices","(216) 446-2650","5533 Canal Rd,Cleveland,OH","","","",""
"118. ","Support Care","","44125","http://supportcareinc.com","Hospices","Home Health Services","","Hospices,Home Health Services","(216) 446-2650","5533 Canal Rd,Cleveland,OH","","","",""
"119. ","Pro-Care Rx","","43952","","Hospices","","","Hospices","(740) 264-7968","200 Stanton Blvd,Steubenville,OH","","","",""
"120. ","Hospice of Guernsey, Inc","","43725","http://www.hospiceofguernsey.com","Hospices","","","Hospices","(740) 432-7440","9711 E Pike Rd,Cambridge,OH","","","",""
"31. ","Interim Healthcare SE Ohio Inc","","45750","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(740) 373-3800","1017 Pike St,Marietta,OH","1","1","",""
"32. ","Interim Healthcare","","44240","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(330) 677-8010","184 Currie Hall Pkwy Ste 1,Kent,OH","1","1","",""
"33. ","Absolute Home Health Care","","44109","http://absolutehomehealthcare.net","Home Health Services","Hospices","","Home Health Services,Hospices","(216) 281-2222","2801 Clark Ave,Cleveland,OH","1","1","",""
"34. ","Grand Lake Hospice","","45885","https://www.grandlakehealth.org","Hospices","Medical Clinics","Nurses","Hospices,Medical Clinics,Nurses,Nurses-Home Services","(419) 394-7434","1122 E Spring St,Saint Marys,OH","1","1","",""
"35. ","Crossroads Hospice","","45458","http://www.crossroadshospice.com","Hospices","","","Hospices","(937) 312-3170","8069 Washington Village Dr,Dayton,OH","1","1","",""
"36. ","Liberty Nursing Ctr Of Oxford","","45056","","Hospices","","","Hospices","(513) 523-6353","6099 Fairfield Rd,Oxford,OH","1","1","",""
"37. ","Definitive Homecare Solutions","","43081","http://cprplus.com","Hospices","Home Health Services","","Hospices,Home Health Services","(614) 543-8800","707 Park Meadow Rd,Westerville,OH","1","1","",""
"38. ","Southern Care Hospice Services","","43617","http://www.southerncarehospice.com","Hospices","Home Health Services","","Hospices,Home Health Services","(419) 843-6106","6545 W Central Ave Ste 103,Toledo,OH","1","1","",""
"39. ","Childrens Medical Ctr","","45404","http://www.childrensdayton.org","Home Health Services","Hospices","Nurses","Home Health Services,Hospices,Nurses","(937) 641-4663","18 Childrens Plz,Dayton,OH","1","1","",""
"40. ","EnnisCourt","","44107","http://www.enniscourt.com","Hospices","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Hospices,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Elderly Homes,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(216) 298-1188","13315 Detroit Ave,Lakewood,OH","","","",""
"41. ","Holy Family Home Health Care & Hospice","","44134","http://www.holyfamilyhome.com","Hospices","Assisted Living & Elder Care Services","Assisted Living Facilities","Hospices,Assisted Living & Elder Care Services,Assisted Living Facilities,Eldercare-Home Health Services,Home Health Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Pain Management","(440) 499-6857","6707 State Rd,Cleveland,OH","","","",""
"42. ","Hospice of Northwest Ohio","","43551","http://www.hospicenwo.org","Hospices","Social Service Organizations","","Hospices,Social Service Organizations","(844) 772-8267","30000 E River Rd,Perrysburg,OH","","","",""
"43. ","St  Augustine Health Campus","","44102","http://www.staugministries.org","Hospices","Assisted Living & Elder Care Services","Child Care","Hospices,Assisted Living & Elder Care Services,Child Care,Community Organizations,Day Care Centers & Nurseries,Hospitalization,Medical & Surgical Plans,Hospitals,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities","(440) 306-6412","7801 Detroit Ave,Cleveland,OH","","","",""
"44. ","Hospice Of Huntington","","44102","http://hospiceofhuntington.org","Hospices","Home Health Services","","Hospices,Home Health Services","(681) 378-2032",",,OH","","","",""
"45. ","Community Hospice","","45638","http://www.chospice.org","Hospices","Home Health Services","","Hospices,Home Health Services","(740) 532-8841","2025 S 3rd St,Ironton,OH","","","",""
"46. ","Home Care Advantage","","44460","","Hospices","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Hospices,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Nurses,Nurses-Home Services,Nursing & Convalescent Homes,Personal Care Homes","(330) 337-4663","718 E 3rd St,Salem,OH","","","",""
"47. ","Hospice of the Miami Valley","","45385","http://www.hospiceofthemiamivalley.org","Hospices","Home Health Services","Nursing & Convalescent Homes","Hospices,Home Health Services,Nursing & Convalescent Homes","(937) 458-6028","46 N Detroit St,Xenia,OH","","","",""
"48. ","Ashanti Hospice and Palliative Care","","43606","http://www.sunset-communities.org","Hospices","","","Hospices","(419) 724-1047","4020 Indian Rd,Toledo,OH","","","",""
"49. ","Harbor Light Hospice","","44143","https://www.harborlighthospice.com","Hospices","Home Health Services","","Hospices,Home Health Services","(440) 386-2500",",Cleveland,OH","","","",""
"50. ","Hospice Of Wadsworth-Rittman","","44281","http://www.wchospice.org","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 336-6595","185 Main St,Wadsworth,OH","","","",""
"51. ","Barberton Hospice & Palliative Care","","44203","http://barbertonhospice.org","Hospices","","","Hospices","(330) 861-0400","103 5th St SE,Barberton,OH","","","",""
"52. ","Hospice Palliative Care","","44646","http://www.vnsa.com","Hospices","","","Hospices","(330) 834-3484","845 8th St NE # 1,Massillon,OH","","","",""
"53. ","Lifeline","","43812","http://www.ccmh.com","Hospices","Home Health Services","","Hospices,Home Health Services","(740) 623-8416","448 Main St Ste 201,Coshocton,OH","","","",""
"54. ","Evercare Hospice","","43812","http://evercarehospice.com","Hospices","Home Health Services","Pain Management","Hospices,Home Health Services,Pain Management","(513) 682-4040",",,OH","","","",""
"55. ","Hospice Of North Central Ohio Inc","","44907","http://www.myhnco.org","Hospices","","","Hospices","(419) 281-7107","371 Cline Ave,Mansfield,OH","","","",""
"56. ","Stein Hospice Service Inc","","44857","https://www.steinhospice.org","Hospices","Social Service Organizations","","Hospices,Social Service Organizations","(419) 663-3222","257 Benedict Ave Ste B,Norwalk,OH","","","",""
"57. ","In House Hospice Solutions","","44056","","Hospices","Health & Welfare Clinics","","Hospices,Health & Welfare Clinics","(330) 908-1960","8536 Crow Dr,Macedonia,OH","","","",""
"58. ","Provider Services","","43232","http://yorkland-park.net","Hospices","Health & Welfare Clinics","Nursing & Convalescent Homes","Hospices,Health & Welfare Clinics,Nursing & Convalescent Homes","(614) 861-6666","1425 Yorkland Rd,Columbus,OH","","","",""
"59. ","Hospice Of The Valley-Warren Hospice","","44484","http://hov.org","Hospices","Nurses","","Hospices,Nurses","(330) 399-1992","5000 E Market St Ste 19,Warren,OH","","","",""
"60. ","Odyssey Hospice","","43230","","Hospices","","","Hospices","(614) 414-0500","540 Officenter Pl,Columbus,OH","","","",""
"1. ","Grace Hospice Ohio","","44130","http://www.ghospice.com","Hospices","Physicians & Surgeons","","Hospices,Physicians & Surgeons","(440) 826-0350","16600 W Sprague Rd Ste 35,Cleveland,OH","5","1","",""
"2. ","Stein Hospice Service, Inc.","","44870","https://www.steinhospice.org","Hospices","Home Health Services","Nursing & Convalescent Homes","Hospices,Home Health Services,Nursing & Convalescent Homes,Physicians & Surgeons,Social Service Organizations","(419) 625-5269","1200 Sycamore Line,Sandusky,OH","5","1","",""
"3. ","Grace Hospice","","44060","http://ghospice.com","Hospices","","","Hospices","(440) 942-8490","7314 Industrial Park Blvd,Mentor,OH","5","1","",""
"4. ","Ames Family Hospice House","","44145","http://hospicewr.org","Hospices","","","Hospices","(440) 414-7349","30080 Hospice Way,Westlake,OH","5","1","",""
"5. ","Sacred Arms Inc","","44444","http://www.sacredarms.com","Hospices","Eldercare-Home Health Services","Home Health Services","Hospices,Eldercare-Home Health Services,Home Health Services","(330) 482-3100","17 River Rd Suite G,Newton Falls,OH","5","1","",""
"6. ","Great Lakes Caring Home Health & Hospice","","44444","http://www.greatlakescaring.com","Home Health Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Hospices,Medical Service Organizations,Nurses-Home Services,Nursing & Convalescent Homes","(888) 260-9835",",,OH","","","",""
"7. ","Mercy Home Care","","43604","http://www.mercyhealthsystem.org","Home Health Services","Health & Welfare Clinics","Hospices","Home Health Services,Health & Welfare Clinics,Hospices,Medical Clinics,Nurses,Social Service Organizations","(419) 251-4663",",Toledo,OH","5","1","",""
"8. ","EverHeart Hospice","","45331","https://everhearthospice.org","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses","(800) 417-7535","1350 N Broadway St,Greenville,OH","5","1","",""
"9. ","Hospice of Butler & Warren Counties","","45005","","Hospices","Home Health Services","Hospitals","Hospices,Home Health Services,Hospitals","(513) 422-0300","5940 Long Meadow Dr,Franklin,OH","5","1","",""
"10. ","Hospice of Dayton Inc","","45420","http://www.hospiceofdayton.org","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses,Physicians & Surgeons","(937) 256-4490","324 Wilmington Ave,Dayton,OH","5","1","",""
"11. ","Heartland Hospice","","43229","http://www.heartlandhomehealth.com","Hospices","Eldercare-Home Health Services","Home Health Services","Hospices,Eldercare-Home Health Services,Home Health Services,Nurses,Nursing Homes-Skilled Nursing Facility","(877) 840-9856","6500 Busch Blvd Ste 210,Columbus,OH","5","1","",""
"12. ","Caring Senior Service","","45429","http://dayton.caringseniorservice.com","Home Health Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Care Equipment & Supplies,Hospices,Nurses-Home Services,Residential Care Facilities,Senior Citizens Services & Organizations,Social Service Organizations","(937) 886-4284","3809 Wilmington Pike,Dayton,OH","5","1","",""
"13. ","Amenity Home Health Care","","45231","","Home Health Services","Hospices","","Home Health Services,Hospices","(513) 931-3689","1172 W Galbraith Rd Ste 205b,Cincinnati,OH","5","1","",""
"14. ","Park Creek Center - Parma Heights","","44130","https://api.superpages.com/xml/search?SRC=ypintfeed&subaffiliate=DXC&PGID=e02.7182.8182845904523&SPGID=1634264420764.db19cdfc&ADID=12248813&DEST=https%3A%2F%2Fparkcreekretirement1.mydex.com%2FlWSahF6AnKc&C=hospice%20companies&T=Cleveland&S=OH&PH=(440)%20481-1114&FL=url&TL=off&position=13&PS=30&PI=1&Results=FEED_CLCK&uid=db19cdfc-6142-42a8-aa01-5195ebd7ede3&REF=&IP=73.231.82.12&UserAgent=Mozilla%2F5.0%20(Windows%20NT%205.1%3B%20Win64%3B%20x64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F60.0.3112.90%20Safari%2F537.36","Hospices","Adult Day Care Centers","Assisted Living & Elder Care Services","Hospices,Adult Day Care Centers,Assisted Living & Elder Care Services,Assisted Living Facilities,Homes-Institutional & Aged,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Communities","(440) 481-1114","10064 N Church Dr,Cleveland,OH","4.5","3","",""
"15. ","Schoenbrunn Healthcare","","44663","http://www.schoenbrunnhealthcare.com","Hospices","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Hospices,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Rehabilitation Services","(330) 339-3595","2594 E High Ave,New Philadelphia,OH","4","1","",""
"16. ","Matthew's Nursing Service","","44320","","Nurses","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Nurses,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Hospices,Medical Assistants & Technicians,Nurses Registries,Nurses-Home Services","(330) 836-9220","686 Roslyn Ave,Akron,OH","4","1","",""
"17. ","The Gardens at Cuyahoga Falls","","44223","https://inspiritseniorliving.com/gardenscf?utm_source=ExtNet&utm_medium=Yext","Hospices","Assisted Living & Elder Care Services","","Hospices,Assisted Living & Elder Care Services","(330) 928-4500","45 Chart Rd,Cuyahoga Falls,OH","3.5","3","",""
"18. ","Marietta Home Health & Hospice An Amedisys Partner","","45750","https://www.amedisys.com","Home Health Services","Hospices","","Home Health Services,Hospices","(740) 374-9100","450 Pike St,Marietta,OH","3","2","",""
"19. ","Bridge Home Health & Hospice","","45840","https://www.bvhealthsystem.org/find-a-doctor/find-a-doctor?id=1537","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses","(419) 423-5351","15100 Birchaven Ln,Findlay,OH","3","2","",""
"20. ","Easton Healthcare Agency Inc","","43229","","Home Health Services","Health & Welfare Clinics","Hospices","Home Health Services,Health & Welfare Clinics,Hospices,Medical Clinics,Nurses-Home Services","(614) 891-7100","5900 Sharon Woods Blvd,Columbus,OH","3","2","",""
"21. ","Alternate Solutions Home Care","","45242","http://www.ashomecare.com","Home Health Services","Eldercare-Home Health Services","Hospices","Home Health Services,Eldercare-Home Health Services,Hospices,Medical Assistants & Technicians,Medical Clinics,Nurses,Nurses Registries,Nurses-Home Services,Physical Therapists,Senior Citizens Services & Organizations","(513) 563-4663","4340 Glendale Milford Rd,Blue Ash,OH","3","2","",""
"22. ","ProMedica Flower Hospital","","45242","http://www.promedica.org/flower","Hospices","Hospitals","Physicians & Surgeons","Hospices,Hospitals,Physicians & Surgeons","(419) 291-3000",",,OH","3","7","",""
"23. ","Heartland Home Health Care & Hospice","","45242","http://www.heartlandhospice.com","Hospices","Assisted Living & Elder Care Services","Home Health Services","Hospices,Assisted Living & Elder Care Services,Home Health Services,Nurses-Home Services","(816) 943-1798",",,OH","","","",""
"24. ","Hospice Of The Western Reserve","","44060","http://hospicewr.org","Hospices","","","Hospices","(440) 357-5833","5786 Heisley Rd,Mentor,OH","2","1","",""
"25. ","Interim Health Care","","45701","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(740) 592-4901","2099 E State St Ste D,Athens,OH","2","1","",""
"26. ","Fidelity Health Care","","45701","http://fidelityhealthcare.com","Home Health Services","Health & Welfare Clinics","Home Health Care Equipment & Supplies","Home Health Services,Health & Welfare Clinics,Home Health Care Equipment & Supplies,Hospices,Medical Assistants & Technicians,Medical Equipment & Supplies,Nurses,Nurses-Home Services,Oxygen","(937) 208-6400",",,OH","1","3","",""
"27. ","Montefiore","","44122","http://www.montefiorecare.org","Hospices","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Hospices,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Home Health Services,Nurses,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Physicians & Surgeons,Physicians & Surgeons,Internal Medicine,Rehabilitation Services","(216) 360-9080","1 David Myers Pkwy,Beachwood,OH","","","",""
"28. ","Vna Care Plus","","44115","https://www.vnaohio.org","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses","(216) 931-1500","2500 E 22nd St,Cleveland,OH","1","1","",""
"29. ","Mobile Care Group","","44115","http://www.mobilecaregroup.com","Home Health Services","Home Health Care Equipment & Supplies","Hospices","Home Health Services,Home Health Care Equipment & Supplies,Hospices,Medical Centers,Medical Equipment & Supplies,Oxygen","(419) 882-5000",",,OH","1","1","",""
"30. ","Interim Health Care","","43138","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(740) 385-3623","12873 Grey St,Logan,OH","1","1","",""
"121. ","Hospice of the Western Reserve","","44333","http://hospicewr.org","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 800-2240","150 Springside Dr Ste 100a,Akron,OH","","","",""
"122. ","Medcentral Health Sys Paincare","","44906","","Hospices","","","Hospices","(419) 526-8443","1020 Cricket Ln,Mansfield,OH","","","",""
"123. ","Hospice of Wilmington","","45177","http://www.hswo.org","Hospices","","","Hospices","(937) 556-5202",",Wilmington,OH","","","",""
"124. ","Medical Service Co","","44720","https://www.medicalserviceco.com","Hospices","","","Hospices","(800) 824-1400","5908 Mayfair Rd,North Canton,OH","","","",""
"125. ","Caring Hospice","","44720","http://www.caringhospice.com","Hospices","","","Hospices","(216) 524-5500",",,OH","","","",""
"126. ","Community Hospice Inc","","44663","http://www.myhospice.org","Hospices","Physicians & Surgeons","","Hospices,Physicians & Surgeons","(330) 339-4914","716 Commercial Ave SW,New Philadelphia,OH","","","",""
"127. ","Hmc Hospice of Medina County","","44256","http://www.hospiceofmedina.org","Hospices","Home Health Services","Physicians & Surgeons","Hospices,Home Health Services,Physicians & Surgeons","(330) 722-4771","5075 Windfall Rd,Medina,OH","","","",""
"128. ","Hospice Of Tuscarawas Ct","","44663","http://communityhospice.com","Hospices","","","Hospices","(330) 343-7605","716 Commercial Ave SW,New Philadelphia,OH","","","",""
"129. ","Aultman Compassionate Care Center","","44708","http://aultman.com","Hospices","","","Hospices","(330) 479-7450","2821 Woodlawn Ave NW,Canton,OH","","","",""
"130. ","Hospice of Hocking County","","43138","https://fairhopehospice.org","Hospices","","","Hospices","(740) 380-1186","12892 Grey St,Logan,OH","","","",""
"131. ","Hospice Of Kimes","","45701","http://www.hospiceofkimes.com","Hospices","","","Hospices","(740) 249-4399","64 Kimes Ln,Athens,OH","","","",""
"132. ","Hospice of Huntington","","45638","http://www.hospiceofhuntington.org","Hospices","Physicians & Surgeons","","Hospices,Physicians & Surgeons","(740) 237-1006","1408 Campbell Dr,Ironton,OH","","","",""
"133. ","Heartland","","45680","http://www.heartlandhospice.com","Hospices","Eldercare-Home Health Services","Home Health Services","Hospices,Eldercare-Home Health Services,Home Health Services,Nurses,Nursing Homes-Skilled Nursing Facility","(740) 894-3287","7743 County Road 1,South Point,OH","","","",""
"134. ","Hospice of The Western Reserve","","44119","http://www.hospicewr.org","Hospices","","","Hospices","(216) 486-6838","19201 Villaview Rd Ste 105,Cleveland,OH","","","",""
"135. ","Hospice & Palliative Care Partners of Ohio","","44115","http://vnaa.org","Hospices","Home Health Services","","Hospices,Home Health Services","(216) 931-1450","2500 E 22nd St,Cleveland,OH","","","",""
"136. ","Jo-Lin Health Center","","45638","","Hospices","Assisted Living & Elder Care Services","Clinics","Hospices,Assisted Living & Elder Care Services,Clinics,Elderly Homes,Health & Welfare Clinics,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services","(740) 532-6096","10th Clinton St,Ironton,OH","","","",""
"137. ","Mercy New Life Hospice","","44053","https://www.mercy.com","Hospices","Home Health Services","","Hospices,Home Health Services","(440) 934-1458","3500 Kolbe Rd,Lorain,OH","","","",""
"138. ","Tina's Home Health Care","","44647","http://helpinghandshealthcare.webstarts.com/?r=20121025175254","Hospices","Baby Sitters","Home Health Services","Hospices,Baby Sitters,Home Health Services","(330) 415-7796",",Massillon,OH","","","",""
"139. ","Grace Hospice","","44685","http://www.ghospice.com","Hospices","","","Hospices","(330) 899-0180","3515 Massillon Rd Ste 280,Uniontown,OH","","","",""
"140. ","Vitas Healthcare","","44333","http://www.vitas.com","Hospices","","","Hospices","(800) 723-3233","600 Granger Rd,Akron,OH","","","",""
"141. ","Crossroads Hospice Of Clvm","","44060","http://www.crossroadshospice.com/locations/default.aspx","Hospices","","","Hospices","(440) 974-3208","8224 Mentor Ave Ste 110,Mentor,OH","","","",""
"142. ","Foundation For Hospice of Central Ohio","","43055","http://www.foundationforhoco.org","Hospices","","","Hospices","(740) 788-1488","2269 Cherry Valley Rd SE,Newark,OH","","","",""
"143. ","Fairhope Hospice & Palliative Care","","43138","http://www.fairhopehospice.org","Hospices","","","Hospices","(740) 380-1186","12892 Grey St,Logan,OH","","","",""
"144. ","Odyssey Healthcare","","43230","http://www.odsyhealth.com","Hospices","","","Hospices","(614) 414-0500","540 Officenter Pl Ste 100,Columbus,OH","","","",""
"145. ","Cch Inc","","44333","http://cch.com","Hospices","","","Hospices","(330) 666-5242","300 N Cleveland Massillon Rd Ste 103,Akron,OH","","","",""
"146. ","Hospice of the Western Reserve, Inc","","44119","http://www.hospicewr.org/patients-and-caregivers","Hospices","Nursing & Convalescent Homes","","Hospices,Nursing & Convalescent Homes","(216) 383-2222","300 East 185th Street,Cleveland,OH","","","",""
"147. ","Hospice of The Valley-Hospice House","","44514","https://www.mercy.com/locations/specialty-locations/hospice-care-palliative-care/hospice-of-the-valley-hospice-house","Hospices","","","Hospices","(330) 549-5850","9803 Sharrott Rd,Youngstown,OH","","","",""
"148. ","Harbor Ligth Hospice","","44505","http://www.harborlighthospice.com","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 759-5270","4531 Belmont Ave Ste 9,Youngstown,OH","","","",""
"149. ","All Caring Hospice","","44131","http://www.allcaringhospice.com","Hospices","","","Hospices","(216) 520-4080","5000 Rockside Rd,Independence,OH","","","",""
"150. ","Hospice Services Of Southwest General Health Center","","44136","http://www.swgeneral.com","Hospices","","","Hospices","(440) 816-5000","18659 Drake Rd,Strongsville,OH","","","",""
"271. ","Interim Health Care","","43812","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(740) 623-2949","420 Downtowner Plz,Coshocton,OH","","","",""
"272. ","Diamonds & Pearls Rch Nc","","44122","http://www.dphealthservices.com","Home Health Services","Hospices","","Home Health Services,Hospices","(216) 752-8500","3570 Warrensville Center Rd,Beachwood,OH","","","",""
"273. ","Heartfelt Homecare","","43845","http://www.heartfeltcare.com","Home Health Services","Hospices","","Home Health Services,Hospices","(740) 545-9240","720 Welker Dr,West Lafayette,OH","","","",""
"274. ","Heartland Homecare & Hospice","","43845","","Home Health Services","Hospices","","Home Health Services,Hospices","(419) 448-8753",",,OH","","","",""
